id_web;virtual;downloadable;rating_count;average_rating;total_sales;tax_status;post_parent;menu_order
13910;0;0;0;0;5;taxable;0;0
16210;0;0;0;0;43;taxable;0;0
15526;0;0;0;0;4;taxable;0;0
14323;0;0;0;0;0;;0;0
16342;0;0;0;0;1;taxable;0;0
13567;0;0;0;0;2;taxable;0;0
15850;0;0;0;0;6;;0;0
15526;0;0;0;0;4;;0;0
3506;0;0;0;0;1;taxable;0;0
15047;0;0;0;0;5;taxable;0;0
11258;0;0;0;0;2;taxable;0;0
14338;0;0;0;0;0;taxable;0;0
12599;0;0;0;0;1;;0;0
15665;0;0;0;0;2;;0;0
3383;0;0;0;0;0;;0;0
13211;0;0;0;0;0;;0;0
14657;0;0;0;0;3;;0;0
14899;0;0;0;0;3;;0;0
16244;0;0;0;0;0;;0;0
15818;0;0;0;0;12;;0;0
15328;0;0;0;0;3;;0;0
15361;0;0;0;0;3;;0;0
2179;0;0;0;0;0;taxable;0;0
16318;0;0;0;0;11;taxable;0;0
2361;0;0;0;0;1;;0;0
;0;0;0;;;;;
14095;0;0;0;0;0;taxable;0;0
16328;0;0;0;0;0;;0;0
7086;0;0;0;0;0;taxable;0;0
16586;0;0;0;0;26;taxable;0;0
15240;0;0;0;0;0;;0;0
16024;0;0;0;0;16;;0;0
16013;0;0;0;0;4;taxable;0;0
15202;0;0;0;0;6;taxable;0;0
11601;0;0;0;0;0;taxable;0;0
13052;0;0;0;0;0;;0;0
15658;0;0;0;0;6;taxable;0;0
3509;0;0;0;0;1;;0;0
16153;0;0;0;0;8;taxable;0;0
15315;0;0;0;0;0;taxable;0;0
16067;0;0;0;0;0;taxable;0;0
15318;0;0;0;0;0;taxable;0;0
13514;0;0;0;0;0;;0;0
15360;0;0;0;0;2;;0;0
16030;0;0;0;0;6;;0;0
14855;0;0;0;0;6;taxable;0;0
15444;0;0;0;0;7;taxable;0;0
;0;0;0;;;;;
15436;0;0;0;0;0;;0;0
16230;0;0;0;0;0;taxable;0;0
16305;0;0;0;0;3;taxable;0;0
13959;0;0;0;0;1;;0;0
15179;0;0;0;0;0;;0;0
16066;0;0;0;0;10;taxable;0;0
15205;0;0;0;0;0;taxable;0;0
15729;0;0;0;0;2;;0;0
7086;0;0;0;0;0;;0;0
15402;0;0;0;0;0;;0;0
16262;0;0;0;0;2;taxable;0;0
15428;0;0;0;0;7;;0;0
;0;0;0;;;;;
15860;0;0;0;0;22;taxable;0;0
16578;0;0;0;0;0;taxable;0;0
14509;0;0;0;0;0;;0;0
15473;0;0;0;0;1;taxable;0;0
16138;0;0;0;0;1;;0;0
15829;0;0;0;0;15;;0;0
;0;0;0;;;;;
16144;0;0;0;0;0;taxable;0;0
16305;0;0;0;0;3;;0;0
14332;0;0;0;0;1;taxable;0;0
16304;0;0;0;0;14;taxable;0;0
15715;0;0;0;0;0;;0;0
16295;0;0;0;0;46;taxable;0;0
13849;0;0;0;0;0;taxable;0;0
13765;0;0;0;0;0;;0;0
15204;0;0;0;0;3;taxable;0;0
15462;0;0;0;0;0;;0;0
15944;0;0;0;0;2;;0;0
14802;0;0;0;0;0;taxable;0;0
15196;0;0;0;0;0;;0;0
15776;0;0;0;0;0;;0;0
14945;0;0;0;0;2;taxable;0;0
16160;0;0;0;0;17;taxable;0;0
16147;0;0;0;0;4;;0;0
15473;0;0;0;0;1;;0;0
14626;0;0;0;0;0;;0;0
15863;0;0;0;0;2;;0;0
16154;0;0;0;0;4;;0;0
14485;0;0;0;0;5;taxable;0;0
13895;0;0;0;0;0;;0;0
15361;0;0;0;0;3;taxable;0;0
15811;0;0;0;0;3;;0;0
15934;0;0;0;0;2;taxable;0;0
16586;0;0;0;0;26;;0;0
15155;0;0;0;0;1;;0;0
15813;0;0;0;0;0;taxable;0;0
16191;0;0;0;0;5;taxable;0;0
15629;0;0;0;0;9;taxable;0;0
16553;0;0;0;0;3;taxable;0;0
15413;0;0;0;0;12;;0;0
15434;0;0;0;0;0;;0;0
15662;0;0;0;0;1;;0;0
14581;0;0;0;0;0;;0;0
13914;0;0;0;0;0;;0;0
16166;0;0;0;0;7;taxable;0;0
19820;0;0;0;0;0;;0;0
11668;0;0;0;0;0;taxable;0;0
11258;0;0;0;0;2;;0;0
15944;0;0;0;0;2;taxable;0;0
15860;0;0;0;0;22;;0;0
16135;0;0;0;0;5;;0;0
12339;0;0;0;0;4;;0;0
15382;0;0;0;0;0;;0;0
15134;0;0;0;0;0;;0;0
15952;0;0;0;0;3;;0;0
12366;0;0;0;0;0;;0;0
15706;0;0;0;0;0;;0;0
12882;0;0;0;0;0;taxable;0;0
14768;0;0;0;0;0;;0;0
16317;0;0;0;0;30;taxable;0;0
16525;0;0;0;0;8;taxable;0;0
11586;0;0;0;0;0;;0;0
14149;0;0;0;0;0;;0;0
;0;0;0;;;;;
15895;0;0;0;0;0;taxable;0;0
15704;0;0;0;0;0;;0;0
12657;0;0;0;0;0;;0;0
16324;0;0;0;0;2;taxable;0;0
14661;0;0;0;0;5;taxable;0;0
16322;0;0;0;0;0;taxable;0;0
15147;0;0;0;0;1;taxable;0;0
15930;0;0;0;0;2;;0;0
15148;0;0;0;0;0;taxable;0;0
;0;0;0;;;;;
16093;0;0;0;0;0;taxable;0;0
16096;0;0;0;0;0;;0;0
16324;0;0;0;0;2;;0;0
14865;0;0;0;0;3;taxable;0;0
;0;0;0;;;;;
11669;0;0;0;0;0;;0;0
13854;0;0;0;0;0;taxable;0;0
805;0;0;0;0;4;;0;0
16537;0;0;0;0;2;taxable;0;0
14930;0;0;0;0;3;taxable;0;0
16239;0;0;0;0;1;taxable;0;0
15672;0;0;0;0;0;taxable;0;0
15306;0;0;0;0;2;taxable;0;0
12599;0;0;0;0;1;taxable;0;0
15404;0;0;0;0;2;;0;0
15661;0;0;0;0;0;;0;0
13460;0;0;0;0;0;;0;0
;0;0;0;;;;;
;0;0;0;0;3;taxable;0;0
12365;0;0;0;0;1;;0;0
13291;0;0;0;0;0;;0;0
15441;0;0;0;0;9;taxable;0;0
16229;0;0;0;0;0;taxable;0;0
15337;0;0;0;0;2;;0;0
15655;0;0;0;0;0;taxable;0;0
15612;0;0;0;0;6;;0;0
12588;0;0;0;0;0;taxable;0;0
15300;0;0;0;0;0;;0;0
13211;0;0;0;0;0;taxable;0;0
15185;0;0;0;0;0;taxable;0;0
19814;0;0;0;0;3;taxable;0;0
14897;0;0;0;0;0;taxable;0;0
15756;0;0;0;0;1;taxable;0;0
14915;0;0;0;0;0;taxable;0;0
12203;0;0;0;0;0;;0;0
15577;0;0;0;0;0;;0;0
15292;0;0;0;0;1;taxable;0;0
14856;0;0;0;0;3;taxable;0;0
14241;0;0;0;0;1;taxable;0;0
15140;0;0;0;0;12;;0;0
15791;0;0;0;0;1;taxable;0;0
15795;0;0;0;0;0;;0;0
3510;0;0;0;0;13;taxable;0;0
13914;0;0;0;0;0;taxable;0;0
16155;0;0;0;0;5;;0;0
16527;0;0;0;0;15;;0;0
;0;0;0;;;;;
bon-cadeau-25-euros;0;0;0;0;10;;0;0
15845;0;0;0;0;1;taxable;0;0
15567;0;0;0;0;1;taxable;0;0
15952;0;0;0;0;3;taxable;0;0
15753;0;0;0;0;0;taxable;0;0
15753;0;0;0;0;0;;0;0
16246;0;0;0;0;0;taxable;0;0
15797;0;0;0;0;0;taxable;0;0
15282;0;0;0;0;1;;0;0
15574;0;0;0;0;0;taxable;0;0
15922;0;0;0;0;0;;0;0
15958;0;0;0;0;2;taxable;0;0
14374;0;0;0;0;0;;0;0
15927;0;0;0;0;2;;0;0
15530;0;0;0;0;10;;0;0
16529;0;0;0;0;8;;0;0
15415;0;0;0;0;6;taxable;0;0
15282;0;0;0;0;1;taxable;0;0
16023;0;0;0;0;5;;0;0
;0;0;0;;;;;
15720;0;0;0;0;0;taxable;0;0
;0;0;0;;;;;
13209;0;0;0;0;0;taxable;0;0
12771;0;0;0;0;0;taxable;0;0
15070;0;0;0;0;0;taxable;0;0
14679;0;0;0;0;4;taxable;0;0
12588;0;0;0;0;0;;0;0
12640;0;0;0;0;1;;0;0
15615;0;0;0;0;8;;0;0
13096;0;0;0;0;1;taxable;0;0
15429;0;0;0;0;7;;0;0
16062;0;0;0;0;9;;0;0
15487;0;0;0;0;1;taxable;0;0
11736;0;0;0;0;0;taxable;0;0
16244;0;0;0;0;0;taxable;0;0
3568;0;0;0;0;10;taxable;0;0
15436;0;0;0;0;0;taxable;0;0
11585;0;0;0;0;1;;0;0
15614;0;0;0;0;0;;0;0
14338;0;0;0;0;0;;0;0
;0;0;0;;;;;
16539;0;0;0;0;5;taxable;0;0
14570;0;0;0;0;0;taxable;0;0
16043;0;0;0;0;1;taxable;0;0
15870;0;0;0;0;0;taxable;0;0
13567;0;0;0;0;2;;0;0
15631;0;0;0;0;21;;0;0
16553;0;0;0;0;3;;0;0
12771;0;0;0;0;0;;0;0
15264;0;0;0;0;3;taxable;0;0
14632;0;0;0;0;0;;0;0
14366;0;0;0;0;0;taxable;0;0
15647;0;0;0;0;7;taxable;0;0
16037;0;0;0;0;0;;0;0
14265;0;0;0;0;1;;0;0
;0;0;0;;;;;
12587;0;0;0;0;3;taxable;0;0
15891;0;0;0;0;0;;0;0
14955;0;0;0;0;1;taxable;0;0
13215;0;0;0;0;0;taxable;0;0
16498;0;0;0;0;9;;0;0
15486;0;0;0;0;0;taxable;0;0
15183;0;0;0;0;1;taxable;0;0
15656;0;0;0;0;0;;0;0
13627;0;0;0;0;2;;0;0
19822;0;0;0;0;0;;0;0
;0;0;0;;;;;
15670;0;0;0;0;0;taxable;0;0
13089;0;0;0;0;1;;0;0
11049;0;0;0;0;0;taxable;0;0
15794;0;0;0;0;1;taxable;0;0
15946;0;0;0;0;0;taxable;0;0
807;0;0;0;0;0;;0;0
14696;0;0;0;0;0;;0;0
5646;0;0;0;0;0;taxable;0;0
14100;0;0;0;0;0;taxable;0;0
14729;0;0;0;0;0;;0;0
15629;0;0;0;0;9;;0;0
15881;0;0;0;0;0;;0;0
;0;0;0;;;;;
15462;0;0;0;0;0;taxable;0;0
16255;0;0;0;0;4;;0;0
16565;0;0;0;0;0;taxable;0;0
14371;0;0;0;0;0;;0;0
16081;0;0;0;0;0;taxable;0;0
16211;0;0;0;0;13;;0;0
;0;0;0;;;;;
15862;0;0;0;0;1;;0;0
13074;0;0;0;0;0;taxable;0;0
16585;0;0;0;0;3;taxable;0;0
15868;0;0;0;0;6;;0;0
11602;0;0;0;0;0;taxable;0;0
15145;0;0;0;0;0;taxable;0;0
13736;0;0;0;0;1;taxable;0;0
13453;0;0;0;0;20;;0;0
15718;0;0;0;0;0;;0;0
14220;0;0;0;0;5;;0;0
7819;0;0;0;0;0;;0;0
16256;0;0;0;0;8;taxable;0;0
15665;0;0;0;0;2;taxable;0;0
16014;0;0;0;0;0;;0;0
523;0;0;0;0;0;taxable;0;0
16192;0;0;0;0;0;;0;0
15631;0;0;0;0;21;taxable;0;0
15280;0;0;0;0;0;;0;0
14775;0;0;0;0;0;taxable;0;0
;0;0;0;0;10;taxable;0;0
14844;0;0;0;0;3;taxable;0;0
13127-1;0;0;0;0;0;;0;0
13073;0;0;0;0;0;taxable;0;0
16237;0;0;0;0;36;;0;0
;0;0;0;;;;;
2534;0;0;0;0;2;taxable;0;0
15713;0;0;0;0;2;;0;0
13965;0;0;0;0;0;;0;0
15748;0;0;0;0;3;;0;0
13032;0;0;0;0;2;taxable;0;0
15655;0;0;0;0;0;;0;0
4679;0;0;0;0;0;taxable;0;0
16540;0;0;0;0;2;taxable;0;0
14508;0;0;0;0;0;taxable;0;0
13127-1;0;0;0;0;0;taxable;0;0
15533;0;0;0;0;24;taxable;0;0
15676;0;0;0;0;0;taxable;0;0
14864;0;0;0;0;12;taxable;0;0
15138;0;0;0;0;0;;0;0
13217;0;0;0;0;0;taxable;0;0
13072;0;0;0;0;4;;0;0
13230;0;0;0;0;0;taxable;0;0
15525;0;0;0;0;2;taxable;0;0
15338;0;0;0;0;0;taxable;0;0
14099;0;0;0;0;0;taxable;0;0
14372;0;0;0;0;0;taxable;0;0
14774;0;0;0;0;0;;0;0
15136;0;0;0;0;3;taxable;0;0
15737;0;0;0;0;14;taxable;0;0
16261;0;0;0;0;1;taxable;0;0
13291;0;0;0;0;0;taxable;0;0
15818;0;0;0;0;12;taxable;0;0
16239;0;0;0;0;1;;0;0
15298;0;0;0;0;6;taxable;0;0
15880;0;0;0;0;1;;0;0
15664;0;0;0;0;0;;0;0
15792;0;0;0;0;0;;0;0
16057;0;0;0;0;0;taxable;0;0
;0;0;0;;;;;
12366;0;0;0;0;0;taxable;0;0
16189;0;0;0;0;42;taxable;0;0
15928;0;0;0;0;10;taxable;0;0
14912;0;0;0;0;0;taxable;0;0
15310;0;0;0;0;14;taxable;0;0
15178;0;0;0;0;4;taxable;0;0
16472;0;0;0;0;0;;0;0
15647;0;0;0;0;7;;0;0
16042;0;0;0;0;7;taxable;0;0
15561;0;0;0;0;24;taxable;0;0
15281;0;0;0;0;0;taxable;0;0
16580;0;0;0;0;41;;0;0
15675;0;0;0;0;1;;0;0
10014;0;0;0;0;0;;0;0
15713;0;0;0;0;2;taxable;0;0
15426;0;0;0;0;3;taxable;0;0
15415;0;0;0;0;6;;0;0
15269;0;0;0;0;6;;0;0
802;0;0;0;0;0;taxable;0;0
16159;0;0;0;0;18;taxable;0;0
15403;0;0;0;0;0;;0;0
15859;0;0;0;0;0;taxable;0;0
15073;0;0;0;0;0;taxable;0;0
16077;0;0;0;0;37;;0;0
16022;0;0;0;0;0;taxable;0;0
15674;0;0;0;0;0;taxable;0;0
13958;0;0;0;0;0;taxable;0;0
15360;0;0;0;0;2;taxable;0;0
15663;0;0;0;0;3;;0;0
16057;0;0;0;0;0;;0;0
15775;0;0;0;0;0;taxable;0;0
14797;0;0;0;0;0;taxable;0;0
16047;0;0;0;0;12;;0;0
15781;0;0;0;0;1;;0;0
15205;0;0;0;0;0;;0;0
15783;0;0;0;0;0;taxable;0;0
14596;0;0;0;0;0;taxable;0;0
11996;0;0;0;0;0;taxable;0;0
15683;0;0;0;0;12;taxable;0;0
804;0;0;0;0;3;taxable;0;0
14809;0;0;0;0;5;taxable;0;0
14975;0;0;0;0;0;;0;0
1364;0;0;0;0;0;;0;0
15808;0;0;0;0;3;;0;0
14089;0;0;0;0;0;taxable;0;0
11736;0;0;0;0;0;;0;0
15813;0;0;0;0;0;;0;0
15254;0;0;0;0;0;;0;0
14100;0;0;0;0;0;;0;0
15481;0;0;0;0;0;;0;0
13809;0;0;0;0;4;taxable;0;0
16135;0;0;0;0;5;taxable;0;0
15403;0;0;0;0;0;taxable;0;0
16004;0;0;0;0;5;taxable;0;0
15797;0;0;0;0;0;;0;0
16146;0;0;0;0;3;taxable;0;0
15707;0;0;0;0;0;taxable;0;0
14000;0;0;0;0;2;taxable;0;0
15201;0;0;0;0;1;taxable;0;0
15658;0;0;0;0;6;;0;0
15583;0;0;0;0;0;taxable;0;0
15774;0;0;0;0;1;taxable;0;0
13313;0;0;0;0;0;;0;0
15767;0;0;0;0;1;taxable;0;0
14692;0;0;0;0;0;taxable;0;0
15731;0;0;0;0;3;taxable;0;0
15525;0;0;0;0;2;;0;0
15613;0;0;0;0;2;;0;0
16186;0;0;0;0;7;taxable;0;0
16330;0;0;0;0;0;;0;0
15434;0;0;0;0;0;taxable;0;0
14819;0;0;0;0;0;;0;0
15674;0;0;0;0;0;;0;0
13853;0;0;0;0;1;;0;0
16190;0;0;0;0;1;;0;0
15527;0;0;0;0;0;;0;0
16154;0;0;0;0;4;taxable;0;0
;0;0;0;;;;;
14905;0;0;0;0;0;;0;0
11467;0;0;0;0;0;;0;0
14930;0;0;0;0;3;;0;0
;0;0;0;;;;;
14950;0;0;0;0;4;;0;0
12315;0;0;0;0;1;taxable;0;0
15849;0;0;0;0;9;;0;0
15859;0;0;0;0;0;;0;0
15127;0;0;0;0;0;taxable;0;0
14725;0;0;0;0;1;taxable;0;0
14599;0;0;0;0;0;;0;0
15554;0;0;0;0;2;;0;0
16564;0;0;0;0;3;;0;0
8365;0;0;0;0;0;taxable;0;0
15812;0;0;0;0;11;taxable;0;0
12365;0;0;0;0;1;taxable;0;0
798;0;0;0;0;0;;0;0
14828;0;0;0;0;0;taxable;0;0
13736;0;0;0;0;1;;0;0
16121;0;0;0;0;5;;0;0
;0;0;0;;;;;
16131;0;0;0;0;3;;0;0
;0;0;0;;;;;
16318;0;0;0;0;11;;0;0
14581;0;0;0;0;0;taxable;0;0
8365;0;0;0;0;0;;0;0
14700;0;0;0;0;8;taxable;0;0
11585;0;0;0;0;1;taxable;0;0
15147;0;0;0;0;1;;0;0
;0;0;0;;;;;
15138;0;0;0;0;0;taxable;0;0
13515;0;0;0;0;0;taxable;0;0
16093;0;0;0;0;0;;0;0
15927;0;0;0;0;2;taxable;0;0
15795;0;0;0;0;0;taxable;0;0
16280;0;0;0;0;0;;0;0
16063;0;0;0;0;1;taxable;0;0
16094;0;0;0;0;0;taxable;0;0
14899;0;0;0;0;3;taxable;0;0
15648;0;0;0;0;3;;0;0
15848;0;0;0;0;1;;0;0
13662;0;0;0;0;3;;0;0
;0;0;0;;;;;
15554;0;0;0;0;2;taxable;0;0
16144;0;0;0;0;0;;0;0
;0;0;0;;;;;
15861;0;0;0;0;1;taxable;0;0
;0;0;0;;;;;
15922;0;0;0;0;0;taxable;0;0
15349;0;0;0;0;32;;0;0
14092;0;0;0;0;0;taxable;0;0
15241;0;0;0;0;0;;0;0
13557;0;0;0;0;10;;0;0
15145;0;0;0;0;0;;0;0
15711;0;0;0;0;0;;0;0
14561;0;0;0;0;0;taxable;0;0
14809;0;0;0;0;5;;0;0
14773;0;0;0;0;0;;0;0
16342;0;0;0;0;1;;0;0
16497;0;0;0;0;13;taxable;0;0
14184;0;0;0;0;0;;0;0
16031;0;0;0;0;6;;0;0
14980;0;0;0;0;3;;0;0
15675;0;0;0;0;1;taxable;0;0
15839;0;0;0;0;4;taxable;0;0
16005;0;0;0;0;4;;0;0
15690;0;0;0;0;0;taxable;0;0
14856;0;0;0;0;3;;0;0
15688;0;0;0;0;0;;0;0
15072;0;0;0;0;0;;0;0
14300;0;0;0;0;18;;0;0
14220;0;0;0;0;5;taxable;0;0
16307;0;0;0;0;1;;0;0
798;0;0;0;0;0;taxable;0;0
15475;0;0;0;0;0;taxable;0;0
15910;0;0;0;0;0;;0;0
12496;0;0;0;0;0;;0;0
15539;0;0;0;0;0;;0;0
15452;0;0;0;0;15;taxable;0;0
15785;0;0;0;0;3;;0;0
13814;0;0;0;0;0;taxable;0;0
14569;0;0;0;0;3;;0;0
13765;0;0;0;0;0;taxable;0;0
15705;0;0;0;0;3;;0;0
41;0;0;0;0;0;;0;0
15793;0;0;0;0;1;taxable;0;0
15184;0;0;0;0;0;;0;0
13117;0;0;0;0;4;taxable;0;0
16304;0;0;0;0;14;;0;0
13766;0;0;0;0;0;taxable;0;0
15487;0;0;0;0;1;;0;0
11849;0;0;0;0;0;taxable;0;0
14461;0;0;0;0;0;taxable;0;0
15706;0;0;0;0;0;taxable;0;0
16166;0;0;0;0;7;;0;0
16029;0;0;0;0;10;;0;0
15141;0;0;0;0;18;;0;0
16096;0;0;0;0;0;taxable;0;0
19821;0;0;0;0;0;taxable;0;0
15201;0;0;0;0;1;;0;0
11587;0;0;0;0;0;taxable;0;0
15125;0;0;0;0;0;;0;0
14469;0;0;0;0;0;;0;0
16273;0;0;0;0;5;;0;0
14905;0;0;0;0;0;taxable;0;0
15328;0;0;0;0;3;taxable;0;0
16306;0;0;0;0;1;taxable;0;0
15561;0;0;0;0;24;;0;0
15162;0;0;0;0;4;;0;0
11587;0;0;0;0;0;;0;0
12657;0;0;0;0;0;taxable;0;0
